Date,Close,Adj Close
2016-02-01,0.34,0.34
2016-02-02,0.305,0.305
2016-02-03,0.295,0.295
2016-02-04,0.295,0.295
2016-02-05,0.295,0.295
2016-02-08,0.3,0.3
2016-02-09,0.3,0.3
2016-02-10,0.315,0.315
2016-02-11,0.3,0.3
2016-02-12,0.3,0.3
2016-02-15,0.3,0.3
2016-02-16,0.3,0.3
2016-02-17,0.3,0.3
2016-02-18,0.3,0.3
2016-02-19,0.3,0.3
2016-02-22,0.37,0.37
2016-02-23,0.37,0.37
2016-02-24,0.37,0.37
2016-02-25,0.37,0.37
2016-02-26,0.33,0.33
2016-02-29,0.325,0.325
2016-03-01,0.325,0.325
2016-03-02,0.31,0.31
