Date,Close,Adj Close
2016-02-01,60.82,60.82
2016-02-02,62.009998,62.009998
2016-02-03,63.02,63.02
2016-02-04,62.630001,62.630001
2016-02-05,60.75,60.75
2016-02-08,57.959999,57.959999
2016-02-09,56.880001,56.880001
2016-02-10,57.68,57.68
2016-02-11,57.220001,57.220001
2016-02-12,58.84,58.84
2016-02-16,59.799999,59.799999
2016-02-17,60.509998,60.509998
2016-02-18,60.66,60.66
2016-02-19,60.759998,60.759998
2016-02-22,60.5,60.5
2016-02-23,60.630001,60.630001
2016-02-24,60.810001,60.810001
2016-02-25,61.349998,61.349998
2016-02-26,61.560001,61.560001
2016-02-29,62.73,62.73
2016-03-01,62.740002,62.740002
2016-03-02,62.790001,62.790001
