Date,Close,Adj Close
2016-02-01,85.129997,85.129997
2016-02-02,82.0,82.0
2016-02-03,80.900002,80.900002
2016-02-04,80.540001,80.540001
2016-02-05,77.330002,77.330002
2016-02-08,72.559998,72.559998
2016-02-09,72.349998,72.349998
2016-02-10,74.480003,74.480003
2016-02-11,72.580002,72.580002
2016-02-12,76.290001,76.290001
2016-02-16,79.940002,79.940002
2016-02-17,82.970001,82.970001
2016-02-18,81.029999,81.029999
2016-02-19,80.639999,80.639999
2016-02-22,81.089996,81.089996
2016-02-23,80.5,80.5
2016-02-24,82.150002,82.150002
2016-02-25,83.059998,83.059998
2016-02-26,83.809998,83.809998
