Date,Close,Adj Close
2009-01-02,47.599998,47.599998
2009-01-05,47.75,47.75
2009-01-06,47.790001,47.790001
2009-01-07,47.43,47.43
2009-01-08,46.529999,46.529999
2009-01-09,44.580002,44.580002
2009-01-12,44.360001,44.360001
2009-01-13,44.349998,44.349998
2009-01-14,42.43,42.43
2009-01-15,42.27,42.27
2009-01-16,42.34,42.34
2009-01-20,40.360001,40.360001
2009-01-21,41.880001,41.880001
2009-01-22,40.77,40.77
2009-01-23,39.75,39.75
2009-01-26,40.400002,40.400002
2009-01-27,42.080002,42.080002
2009-01-28,43.150002,43.150002
2009-01-29,42.599998,42.599998
2009-01-30,41.59,41.59
2009-02-02,41.34,41.34
2009-02-03,39.349998,39.349998
2009-02-04,40.82,40.82
2009-02-05,41.650002,41.650002
2009-02-06,41.5,41.5
2009-02-09,41.400002,41.400002
2009-02-10,39.43,39.43
2009-02-11,38.849998,38.849998
2009-02-12,38.400002,38.400002
2009-02-13,35.970001,35.970001
2009-02-17,32.630001,32.630001
2009-02-18,32.049999,32.049999
2009-02-19,29.43,29.43
2009-02-20,29.6,29.6
2009-02-23,27.719999,27.719999
2009-02-24,29.65,29.65
2009-02-25,30.709999,30.709999
2009-02-26,30.83,30.83
2009-02-27,29.6,29.6
2009-03-02,27.620001,27.620001
2009-03-03,26.6,26.6
2009-03-04,26.76,26.76
2009-03-05,26.030001,26.030001
2009-03-06,23.780001,23.780001
2009-03-09,26.059999,26.059999
2009-03-10,28.889999,28.889999
2009-03-11,30.26,30.26
2009-03-12,32.5,32.5
2009-03-13,30.780001,30.780001
2009-03-16,31.07,31.07
2009-03-17,32.73,32.73
2009-03-18,33.040001,33.040001
2009-03-19,31.950001,31.950001
2009-03-20,31.440001,31.440001
2009-03-23,35.66,35.66
2009-03-24,35.299999,35.299999
2009-03-25,35.27,35.27
2009-03-26,36.169998,36.169998
2009-03-27,36.34,36.34
2009-03-30,33.990002,33.990002
2009-03-31,36.950001,36.950001
2009-04-01,36.130001,36.130001
2009-04-02,37.740002,37.740002
2009-04-03,38.400002,38.400002
2009-04-06,39.349998,39.349998
2009-04-07,39.16,39.16
2009-04-08,38.330002,38.330002
2009-04-09,43.82,43.82
2009-04-13,43.790001,43.790001
2009-04-14,42.040001,42.040001
2009-04-15,42.700001,42.700001
2009-04-16,44.43,44.43
2009-04-17,44.220001,44.220001
2009-04-20,41.169998,41.169998
2009-04-21,41.75,41.75
2009-04-22,40.68,40.68
2009-04-23,39.830002,39.830002
2009-04-24,42.400002,42.400002
2009-04-27,41.91,41.91
2009-04-28,41.419998,41.419998
2009-04-29,41.73,41.73
2009-04-30,41.869999,41.869999
2009-05-01,41.560001,41.560001
2009-05-04,42.0,42.0
2009-05-05,42.099998,42.099998
2009-05-06,42.380001,42.380001
2009-05-07,41.91,41.91
2009-05-08,42.900002,42.900002
2009-05-11,42.369999,42.369999
2009-05-12,42.02,42.02
2009-05-13,39.650002,39.650002
2009-05-14,40.389999,40.389999
2009-05-15,38.82,38.82
2009-05-18,40.689999,40.689999
2009-05-19,41.25,41.25
2009-05-20,40.560001,40.560001
2009-05-21,38.779999,38.779999
2009-05-22,38.619999,38.619999
2009-05-26,39.73,39.73
2009-05-27,40.310001,40.310001
2009-05-28,39.41,39.41
2009-05-29,40.5,40.5
2009-06-01,42.529999,42.529999
2009-06-02,42.75,42.75
2009-06-03,42.200001,42.200001
2009-06-04,42.860001,42.860001
2009-06-05,43.25,43.25
2009-06-08,44.32,44.32
2009-06-09,45.84,45.84
2009-06-10,47.360001,47.360001
2009-06-11,48.470001,48.470001
2009-06-12,48.279999,48.279999
2009-06-15,45.32,45.32
2009-06-16,42.98,42.98
2009-06-17,42.959999,42.959999
2009-06-18,43.07,43.07
2009-06-19,43.48,43.48
2009-06-22,41.52,41.52
2009-06-23,40.07,40.07
2009-06-24,40.169998,40.169998
2009-06-25,40.66,40.66
2009-06-26,40.299999,40.299999
2009-06-29,41.360001,41.360001
2009-06-30,41.189999,41.189999
2009-07-01,41.310001,41.310001
2009-07-02,39.560001,39.560001
2009-07-06,40.16,40.16
2009-07-07,38.669998,38.669998
2009-07-08,37.439999,37.439999
2009-07-09,38.189999,38.189999
2009-07-10,37.630001,37.630001
2009-07-13,38.639999,38.639999
2009-07-14,37.799999,37.799999
2009-07-15,43.290001,43.290001
2009-07-16,46.759998,46.759998
2009-07-17,46.299999,46.299999
2009-07-20,47.119999,47.119999
2009-07-21,47.950001,47.950001
2009-07-22,47.599998,47.599998
2009-07-23,50.09,50.09
2009-07-24,50.48,50.48
2009-07-27,50.380001,50.380001
2009-07-28,49.849998,49.849998
2009-07-29,50.169998,50.169998
2009-07-30,50.380001,50.380001
2009-07-31,51.0,51.0
2009-08-03,53.459999,53.459999
2009-08-04,53.84,53.84
2009-08-05,54.439999,54.439999
2009-08-06,55.560001,55.560001
2009-08-07,57.259998,57.259998
2009-08-10,56.459999,56.459999
2009-08-11,55.830002,55.830002
2009-08-12,56.66,56.66
2009-08-13,59.77,59.77
2009-08-14,59.509998,59.509998
2009-08-17,56.470001,56.470001
2009-08-18,56.790001,56.790001
2009-08-19,55.48,55.48
2009-08-20,55.709999,55.709999
2009-08-21,56.66,56.66
2009-08-24,57.540001,57.540001
2009-08-25,56.439999,56.439999
2009-08-26,56.32,56.32
2009-08-27,57.060001,57.060001
2009-08-28,56.959999,56.959999
2009-08-31,55.560001,55.560001
2009-09-01,53.139999,53.139999
2009-09-02,53.75,53.75
2009-09-03,54.490002,54.490002
2009-09-04,55.709999,55.709999
2009-09-08,55.959999,55.959999
2009-09-09,58.799999,58.799999
2009-09-10,59.0,59.0
2009-09-11,58.830002,58.830002
2009-09-14,58.610001,58.610001
2009-09-15,60.060001,60.060001
2009-09-16,62.779999,62.779999
2009-09-17,63.73,63.73
2009-09-18,63.959999,63.959999
2009-09-21,63.130001,63.130001
2009-09-22,63.349998,63.349998
