symbol,end_date,amend,period_focus,fiscal_year,doc_type,revenues,op_income,net_income,eps_basic,eps_diluted,dividend,assets,cur_assets,cur_liab,cash,equity,cash_flow_op,cash_flow_inv,cash_flow_fin
V,2012-03-31,False,Q2,2012,10-Q,2578000000.0,1606000000.0,1292000000.0,4.66,4.63,0.0,36846000000.0,10295000000.0,3587000000.0,2042000000.0,28521000000.0,2383000000.0,-770000000.0,-1702000000.0
V,2012-06-30,False,Q3,2012,10-Q,2565000000.0,-2607000000.0,-1839000000.0,-6.64,-6.64,0.0,38741000000.0,10899000000.0,7854000000.0,1558000000.0,26158000000.0,3640000000.0,-1943000000.0,-2262000000.0
V,2012-09-30,False,FY,2012,10-K,10421000000.0,2139000000.0,2144000000.0,7.74,7.71,0.22,40013000000.0,11786000000.0,7954000000.0,2074000000.0,27630000000.0,5009000000.0,-2414000000.0,-2655000000.0
V,2012-12-31,False,Q1,2013,10-Q,2846000000.0,1800000000.0,1293000000.0,4.7,4.67,0.0,35859000000.0,7387000000.0,3747000000.0,1334000000.0,27588000000.0,-2824000000.0,-865000000.0,2949000000.0
V,2013-03-31,False,Q2,2013,10-Q,2958000000.0,1860000000.0,1270000000.0,4.67,4.65,0.0,35059000000.0,6914000000.0,3539000000.0,1377000000.0,26895000000.0,-1180000000.0,-449000000.0,932000000.0
V,2013-06-30,False,Q3,2013,10-Q,3001000000.0,1828000000.0,1225000000.0,4.57,4.55,0.0,35285000000.0,6941000000.0,3671000000.0,1453000000.0,27003000000.0,977000000.0,-1354000000.0,-244000000.0
V,2013-09-30,False,FY,2013,10-K,11778000000.0,7239000000.0,4980000000.0,18.42,18.37,0.33,35956000000.0,7822000000.0,4335000000.0,2186000000.0,26870000000.0,3022000000.0,-1164000000.0,-1746000000.0
V,2013-12-31,False,Q1,2014,10-Q,3155000000.0,2077000000.0,1407000000.0,5.35,5.33,0.0,36248000000.0,7765000000.0,4385000000.0,2121000000.0,27014000000.0,1541000000.0,-276000000.0,-1330000000.0
V,2014-03-31,False,Q2,2014,10-Q,3163000000.0,2048000000.0,1598000000.0,6.12,6.1,0.0,37263000000.0,8507000000.0,4961000000.0,1820000000.0,27295000000.0,3470000000.0,-106000000.0,-3730000000.0
V,2014-06-30,False,Q3,2014,10-Q,3155000000.0,2020000000.0,1360000000.0,5.25,5.25,0.0,37675000000.0,9025000000.0,5314000000.0,2058000000.0,27286000000.0,5412000000.0,-442000000.0,-5098000000.0
V,2014-09-30,False,FY,2014,10-K,12702000000.0,7697000000.0,5438000000.0,20.93,20.86,0.4,38569000000.0,9562000000.0,6006000000.0,1971000000.0,27413000000.0,7205000000.0,-941000000.0,-6478000000.0
V,2014-12-31,False,Q1,2015,10-Q,3382000000.0,2238000000.0,1569000000.0,6.13,6.1,0.0,38884000000.0,9864000000.0,5798000000.0,2085000000.0,27942000000.0,1761000000.0,-636000000.0,-1012000000.0
V,2015-03-31,False,Q2,2015,10-Q,3409000000.0,2281000000.0,1550000000.0,4.2,4.19,0.0,38835000000.0,10105000000.0,5443000000.0,2039000000.0,28237000000.0,2739000000.0,-557000000.0,-2115000000.0
V,2015-06-30,False,Q3,2015,10-Q,3518000000.0,2262000000.0,1697000000.0,4.61,4.6,0.0,39429000000.0,10068000000.0,5789000000.0,2147000000.0,28627000000.0,4850000000.0,-1276000000.0,-3399000000.0
V,2015-09-30,False,FY,2015,10-K,13880000000.0,9064000000.0,6328000000.0,17.17,17.13,0.12,40236000000.0,10892000000.0,5374000000.0,3518000000.0,29842000000.0,6584000000.0,-1435000000.0,-3603000000.0
V,2015-12-31,False,Q1,2016,10-Q,3565000000.0,2396000000.0,1941000000.0,5.32,5.32,0.14,54977000000.0,25473000000.0,5357000000.0,12837000000.0,29476000000.0,1979000000.0,-6194000000.0,13534000000.0
