symbol,end_date,amend,period_focus,fiscal_year,doc_type,revenues,op_income,net_income,eps_basic,eps_diluted,dividend,assets,cur_assets,cur_liab,cash,equity,cash_flow_op,cash_flow_inv,cash_flow_fin
PYPL,2015-06-30,False,Q2,2015,10-Q,2297000000.0,398000000.0,305000000.0,0.25,0.25,0.0,26911000000.0,19713000000.0,12584000000.0,2562000000.0,12740000000.0,1166000000.0,-3752000000.0,2972000000.0
PYPL,2015-09-30,False,Q3,2015,10-Q,2258000000.0,330000000.0,301000000.0,0.25,0.25,0.0,27896000000.0,20554000000.0,13072000000.0,1880000000.0,13214000000.0,1818000000.0,-5132000000.0,3034000000.0
PYPL,2015-12-31,False,FY,2015,10-K,9248000000.0,1461000000.0,1228000000.0,1.0,1.0,0.0,28881000000.0,20648000000.0,13617000000.0,1393000000.0,13759000000.0,2546000000.0,-6389000000.0,3079000000.0
