Date,Value
2008-12-31,315114000.0
2009-06-30,316422000.0
2009-09-30,316935000.0
2009-12-31,317772000.0
2010-03-31,318274000.0
2010-06-30,318613000.0
2010-09-30,319234000.0
2010-12-31,321301000.0
2011-03-31,322127000.0
2011-06-30,322668000.0
2011-09-30,323757000.0
2011-12-31,324895000.0
2012-03-31,325906000.0
2012-06-30,326944000.0
2012-09-30,328552000.0
2012-12-31,329979000.0
2013-03-31,331008000.0
2013-06-30,333134000.0
2013-09-30,334157000.0
2013-12-31,335832000.0
