Date,Value
2009-12-31,217433091.0
2010-06-30,219321229.0
2010-09-30,220298649.0
2010-12-31,220916960.0
2011-03-31,221066519.0
2011-06-30,221557465.0
2011-09-30,221995792.0
2011-12-31,222347968.0
2012-03-31,222691633.0
2012-06-30,222997072.0
2012-09-30,224116751.0
2012-12-31,225480172.0
2013-03-31,228028597.0
2013-06-30,229513754.0
2013-09-30,230147557.0
2013-12-31,231262576.0
2014-06-30,216314379.0
2014-09-30,216580092.0
