Date,Value
2010-12-31,94908370.0
2011-06-30,103980989.0
2011-09-30,104188831.0
2011-12-31,104530305.0
2012-03-31,105164770.0
2012-06-30,105323351.0
2012-09-30,105772431.0
2012-12-31,114214274.0
2013-03-31,115161040.0
2013-06-30,121429665.0
2013-09-30,122566098.0
2013-12-31,123090990.0
2014-06-30,124588213.0
2014-09-30,125366171.0
2014-12-31,125687607.0
2015-03-31,126362303.0
