Date,Value
2008-12-31,58862478.0
2009-06-30,57415726.0
2009-09-30,54642694.0
2009-12-31,53440073.0
2010-03-31,52261855.0
2010-06-30,52358171.0
2010-09-30,52257495.0
2010-12-31,52781949.0
2011-03-31,52519159.0
2011-06-30,52536246.0
2011-09-30,52504091.0
2011-12-31,55398615.0
2012-03-31,55515631.0
2012-06-30,55534266.0
2012-09-30,55545531.0
2012-12-31,55398615.0
2013-03-31,56143986.0
2013-06-30,58922493.0
2013-09-30,59257798.0
2013-12-31,59607001.0
2014-06-30,60091015.0
