Date,EPS
2009-06-30,0.56505425012
2009-09-30,0.551601646873
2009-12-31,2.16803596058
2010-03-31,0.617505827147
2010-06-30,0.83117876673
2010-09-30,0.726536930253
2010-12-31,3.04750019746
2011-03-31,1.14687670456
2011-06-30,1.29841785803
2011-09-30,1.18962158587
2011-09-30,1.18962158587
2011-12-31,4.08179879587
2011-12-31,4.08179879587
2012-03-31,-0.0825713392324
2012-06-30,0.110994534438
2012-09-30,0.138174932561
2013-03-31,0.0478947112875
2013-06-30,0.500165531014
2013-09-30,0.537009491983
2013-12-31,1.88573486527
2014-03-31,0.891086602394
2014-06-30,1.18184057966
2014-09-30,0.986753177659
2014-12-31,4.43991501891
2015-03-31,0.394335159757
2015-06-30,0.438251875093
2015-09-30,0.48979036217
2015-12-31,2.04092075995
